Alabama Agricultural and Mechanical University,
Alabama State University,
Albany State University,
Alcorn State University,
Allen University,
American Baptist College,
Arkansas Baptist College,
Benedict College,
Bennett College,
Bethune-Cookman University,
Bishop State Community College,
Bluefield State College,
Bowie State University,
Central State University,
Charles R Drew University of Medicine and Science,
Cheyney University of Pennsylvania,
Claflin University,
Clark Atlanta University,
Clinton College,
Coahoma Community College,
Coppin State University,
Delaware State University,
Denmark Technical College,
Dillard University,
Edward Waters University,
Elizabeth City State University,
Fayetteville State University,
Fisk University,
Florida Agricultural and Mechanical University,
Florida Memorial University,
Fort Valley State University,
Gadsden State Community College,
Grambling State University,
Trenholm State Community College,
Hampton University,
Harris-Stowe State University,
Hinds Community College,
Howard University,
Huston-Tillotson University,
J.F. Drake State Community and Technical College,
Jackson State University,
Jarvis Christian College,
Johnson C Smith University,
Kentucky State University,
Lane College,
Langston University,
Lawson State Community College,
Le Moyne College,
Lincoln University,
Livingstone College,
Meharry Medical College,
Miles College,
Mississippi Valley State University,
Morehouse College,
Morehouse School of Medicine,
Morgan State University,
Morris Brown College,
Morris College,
Norfolk State University,
North Carolina Agricultural and Technical State University,
North Carolina Central University,
Oakwood University,
Paine College,
Paul Quinn College,
Philander Smith College,
Prairie View A&M University,
Rust College,
Saint Augustine's University,
Savannah State University,
Shaw University,
Shelton State Community College,
Shorter College,
Simmons College of Kentucky,
South Carolina State University,
Southern University and Agricultural and Mechanical College,
Southern University at New Orleans,
Southern University at Shreveport,
Southwestern Christian College,
Spelman College,
St Philip's College,
Stillman College,
Talladega College,
Tennessee State University,
Texas College,
Texas Southern University,
Tougaloo College,
Tuskegee University,
University of Arkansas at Pine Bluff,
University of Maryland Eastern Shore,
University of the District of Columbia,
University of the Virgin Islands,
Virginia State University,
Virginia Union University,
Virginia University of Lynchburg,
Voorhees College,
West Virginia State University,
Wilberforce University,
Wiley College,
Winston-Salem State University,
Xavier University of Louisiana,
University at Buffalo, State University of New York,
Georgia Institute of Technology,
Georgia State University,
Clemson University,
University of Arizona,
University at Buffalo,
Purdue University,
Arizona State University,
University of Virginia,
University of California, San Francisco,
University of Maine,
University of Notre Dame,
University of Cincinnati,
Temple University,
University of Texas, Arlington,
University of Alabama,
University of North Carolina chapel Hill,
Wright State University
